gene	CD16neg_CD16pos_logFC	CD16neg_CD16pos_AUC	CD16neg_CD16pos_pval	CD16neg_CD16pos_fdr	color	ens
ATF4	0.3383554417407	0.623847684203595	8.31998524479182e-219	1.62985641985038e-217	CD16-	ENSG00000128272
DRAP1	-0.399349749768037	0.370190167285589	4.60314067725016e-218	8.98640624998566e-217	CD16+	ENSG00000175550
ZC3H12C	0.340508786514294	0.621079034379448	4.65657756337997e-218	9.05959491012367e-217	CD16-	ENSG00000149289
ABL2	0.382657275431696	0.628958901308457	6.8375715265923e-218	1.32574211066796e-216	CD16-	ENSG00000143322
RGS18	-0.266865097353009	0.381989438457751	2.63339953510729e-217	5.08855195882462e-216	CD16+	ENSG00000150681
STK4	-0.29924239767672	0.379904479171534	1.24732396792052e-216	2.40204998703612e-215	CD16+	ENSG00000101109
FYB1	-0.430709661580541	0.371861612152621	2.33642032854448e-216	4.48419050218271e-215	CD16+	ENSG00000082074
LIMD2	-0.302684445152354	0.38112740392363	4.05828681465819e-216	7.76266915625353e-215	CD16+	ENSG00000136490
S100A11	-0.34470289544831	0.361540483470295	5.36338610938047e-216	1.02246296937551e-214	CD16+	ENSG00000163191
OGFRL1	-0.26903974592908	0.379079262301996	1.98361137114133e-215	3.76886160516846e-214	CD16+	ENSG00000119900
SAT1	-0.467996005718916	0.36906508885047	4.3923556633733e-215	8.31765750787435e-214	CD16+	ENSG00000130066
IGF2R	0.370078355877689	0.625476914052073	7.40754302739041e-214	1.39808145975429e-212	CD16-	ENSG00000197081
TFEC	0.381902609045545	0.627585120512891	1.23604631756369e-213	2.32515865234421e-212	CD16-	ENSG00000105967
PRKAG2	0.350814967571227	0.620836307660896	1.65277028404583e-213	3.09880791540077e-212	CD16-	ENSG00000106617
TREM1	0.33024979185752	0.6204481993579	6.31082000307076e-212	1.17933448807387e-210	CD16-	ENSG00000124731
METTL9	0.328475353454735	0.622302344656828	1.59222552473563e-211	2.96571580525341e-210	CD16-	ENSG00000197006
MAP2K3	0.323682710074226	0.616794961770542	1.67082142788871e-211	3.10194004308362e-210	CD16-	ENSG00000034152
MAP3K2	0.369101586406969	0.622971770759264	6.56144243388245e-211	1.21418744191811e-209	CD16-	ENSG00000169967
CALR	0.374285096222446	0.625757229485776	1.21770550112599e-210	2.24603407529116e-209	CD16-	ENSG00000179218
CYP27A1	0.351564829047922	0.622776193782896	2.30829199591543e-210	4.24382098019271e-209	CD16-	ENSG00000135929
CCL7	0.618943939606707	0.619660841071211	1.32142553281041e-208	2.42161885545031e-207	CD16-	ENSG00000108688
MBP	0.371281270938769	0.623121046149073	5.20180576633935e-208	9.50207670693668e-207	CD16-	ENSG00000197971
BTK	-0.275627228708449	0.376306294594673	1.32119681967002e-207	2.40567920914913e-206	CD16+	ENSG00000010671
DAB2	0.331624972888111	0.618677250415172	6.28045968743279e-206	1.13991346595228e-204	CD16-	ENSG00000153071
TMEM123	0.390845150161738	0.625371588544594	4.09056255322275e-205	7.40079167670633e-204	CD16-	ENSG00000152558
FNIP1	0.306493002095096	0.620155392905009	4.70193038109123e-205	8.47989412539013e-204	CD16-	ENSG00000217128
PTP4A2	-0.341584201639468	0.379131038347583	5.75925786515568e-205	1.03539063075789e-203	CD16+	ENSG00000184007
ANTXR2	0.383658921942981	0.623876251627109	1.99092400184845e-203	3.56796190993715e-202	CD16-	ENSG00000163297
VCAN	0.527418825659186	0.621849275343545	4.80795041421262e-203	8.58929757960461e-202	CD16-	ENSG00000038427
SRSF3	0.332248968380411	0.620302355143115	6.95482120109192e-203	1.23856862831985e-201	CD16-	ENSG00000112081
PDE7A	0.364312247070014	0.625482234300986	5.67808168019571e-202	1.00803693828725e-200	CD16-	ENSG00000205268
MIDN	0.350281638750848	0.618653077979891	8.3114491508603e-202	1.47094525314755e-200	CD16-	ENSG00000167470
PFN1	-0.417464490086929	0.373109480390565	2.49909071810823e-201	4.40911005266246e-200	CD16+	ENSG00000108518
LYL1	-0.262850747613567	0.384325027730834	9.99327552287189e-201	1.75764081255222e-199	CD16+	ENSG00000104903
PTPN12	0.333618026217827	0.620590496740075	1.58015371068192e-200	2.77063371308151e-199	CD16-	ENSG00000127947
MT-CYB	-0.340216990179014	0.370446156073897	2.10646271434645e-200	3.68209682467763e-199	CD16+	ENSG00000198727
KLF10	0.379089862769488	0.621173063996118	5.09548769142955e-200	8.87959066718138e-199	CD16-	ENSG00000155090
ADAP2	-0.291329626570055	0.381475340492075	8.44837763527213e-200	1.46774413902085e-198	CD16+	ENSG00000184060
H3F3A	-0.332816867609301	0.377224962792955	8.27612855074603e-199	1.43343555782888e-197	CD16+	ENSG00000163041
BLOC1S2	0.306402401899982	0.615439030795605	9.38163192934491e-199	1.61997115472973e-197	CD16-	ENSG00000196072
PGD	0.381753377618595	0.625247680718446	1.58385026171767e-198	2.7266222232782e-197	CD16-	ENSG00000142657
STX3	0.262414769731601	0.612978222910411	3.32740924105713e-198	5.7108797276271e-197	CD16-	ENSG00000166900
MIR4435-2HG	0.270079712060897	0.612053848937932	8.21649768115868e-198	1.40596154598382e-196	CD16-	ENSG00000172965
CXCL8	0.811921305032979	0.627677299608198	3.38920048221177e-197	5.78199637821163e-196	CD16-	ENSG00000169429
ASAH1	0.365951832172653	0.620552136974358	3.60540675579086e-197	6.13242987414593e-196	CD16-	ENSG00000104763
PSMB9	-0.347901982797057	0.376022894958702	1.42801162641822e-195	2.42165195512893e-194	CD16+	ENSG00000240065
B3GNT5	0.302317931178356	0.617601056586013	2.47961321432021e-195	4.19246508052185e-194	CD16-	ENSG00000176597
CFL1	-0.346906462444296	0.378761435258199	1.03286619568575e-194	1.74116108536814e-193	CD16+	ENSG00000172757
CRTAP	0.276520964051163	0.616492594290617	1.23722510962441e-194	2.07948989579184e-193	CD16-	ENSG00000170275
PDLIM5	-0.278145594013706	0.386139888003363	7.8589320390189e-194	1.3170086405211e-192	CD16+	ENSG00000163110
PIM3	0.324631187484809	0.618116465337653	1.93108670383792e-191	3.22661869544217e-190	CD16-	ENSG00000198355
LITAF	0.354914565826133	0.616898783729414	2.69532029313993e-191	4.49035618338074e-190	CD16-	ENSG00000189067
CAPN2	0.319587830577473	0.616782971934222	1.92920880773533e-190	3.20463018618249e-189	CD16-	ENSG00000162909
RHOC	-0.275067081330769	0.386260904389884	2.0902617089965e-190	3.46203404338461e-189	CD16+	ENSG00000155366
BHLHE40	0.305600165029957	0.614344138990192	2.27347304400418e-189	3.75453498924067e-188	CD16-	ENSG00000134107
GBP2	-0.322446820106211	0.383473672247068	5.29710034251473e-189	8.72255856400772e-188	CD16+	ENSG00000162645
GRK3	-0.282362600878538	0.384187896387458	9.72663692654365e-189	1.59702382600275e-187	CD16+	ENSG00000100077
HNRNPH1	0.310106692395017	0.616227854078372	1.94695804992733e-188	3.18751258836805e-187	CD16-	ENSG00000169045
FNDC3B	0.314503570628624	0.613143806019715	2.53644175867982e-188	4.14066828478746e-187	CD16-	ENSG00000075420
TBC1D7	0.263951616761568	0.610848851111523	3.2607041292629e-188	5.30775362703214e-187	CD16-	ENSG00000145979
RPS28	0.25005192151549	0.62021318314502	8.18502620378753e-187	1.32854668182047e-185	CD16-	ENSG00000233927
LDHA	-0.305344985574235	0.386490947326606	1.07495155400725e-186	1.73982899667099e-185	CD16+	ENSG00000134333
TYMP	-0.355915506541281	0.381429655745969	7.63603240384853e-185	1.23239488881427e-183	CD16+	ENSG00000025708
WAS	-0.272473454840963	0.386839577840562	9.62846106948108e-185	1.54955488203181e-183	CD16+	ENSG00000015285
ABRACL	-0.319653099189674	0.384139821384594	2.06162157186254e-184	3.3084949575568e-183	CD16+	ENSG00000146386
MAFF	0.314574192314571	0.612923825292895	7.56234723474321e-184	1.21018858142471e-182	CD16-	ENSG00000185022
ARHGAP30	-0.277450748701025	0.388810113222607	1.65349753042661e-183	2.63862906470605e-182	CD16+	ENSG00000186517
ARHGAP10	0.268083415504627	0.612266851657119	2.3191166089613e-181	3.69044858697745e-180	CD16-	ENSG00000071205
RAP1B	-0.335797566418766	0.386078242510516	4.03562089430441e-181	6.40401181579441e-180	CD16+	ENSG00000127314
LACTB	0.29442617646043	0.612682640675477	5.98225436246027e-180	9.46662591452271e-179	CD16-	ENSG00000103642
MT-CO3	-0.216614661612355	0.381689923864925	4.64394807329387e-179	7.32840805677305e-178	CD16+	ENSG00000198938
FAM126A	-0.257192576489782	0.391927779085994	1.32940464748106e-178	2.09206310314123e-177	CD16+	ENSG00000122591
RPL35A	0.235651839233137	0.613728763532516	1.96645127517726e-178	3.08602477742593e-177	CD16-	ENSG00000182899
HMGN2	-0.311949361177853	0.388355925886003	1.2648302052783e-177	1.97947669316424e-176	CD16+	ENSG00000198830
TM4SF19	0.237562861450143	0.607304254549083	5.9203827052128e-177	9.24002586492143e-176	CD16-	ENSG00000145107
RPL8	-0.290979797317489	0.386058195195769	7.22074733658554e-175	1.12386481148335e-173	CD16+	ENSG00000161016
TBC1D2	0.241068064087747	0.607054973900709	1.55728863305421e-174	2.41720129081452e-173	CD16-	ENSG00000095383
POR	0.341521074281934	0.614598624229894	4.26961839896834e-174	6.60918314020156e-173	CD16-	ENSG00000127948
MIR22HG	0.287971719782432	0.608694227406561	2.37109168205928e-173	3.66037278417899e-172	CD16-	ENSG00000186594
HLA-DPA1	-0.456930989343978	0.382795610378279	8.43345091864267e-173	1.29677482172461e-171	CD16+	ENSG00000231389
L1TD1	-0.329870277428359	0.397369082938671	8.44581383626315e-173	1.29677482172461e-171	CD16+	ENSG00000240563
WDR11	-0.262631451197244	0.388887449594497	1.17721035657549e-172	1.80262319021706e-171	CD16+	ENSG00000120008
EVA1B	0.246062215824642	0.607198157991037	1.20711035454218e-172	1.84343922692313e-171	CD16-	ENSG00000142694
NDUFB9	0.277440032268995	0.608415492626521	2.10992434579904e-172	3.21353356795827e-171	CD16-	ENSG00000147684
TGFB1	0.293315976575531	0.606568055467527	8.73096697154221e-172	1.32621987607835e-170	CD16-	ENSG00000105329
SASH1	-0.31640323061306	0.388119251914403	1.10877670129157e-171	1.67972278400995e-170	CD16+	ENSG00000111961
GPATCH2L	0.308990477776202	0.609737690139142	2.66515210520829e-171	4.0267896568321e-170	CD16-	ENSG00000089916
CCRL2	0.301639588373351	0.611098902810464	3.18746475062189e-171	4.80317964145437e-170	CD16-	ENSG00000121797
DDX60L	0.298902345402222	0.607177570940893	4.05503444291246e-171	6.09435202914951e-170	CD16-	ENSG00000181381
SEC62	0.356273216129901	0.614156195414439	7.43067736860969e-171	1.11381736493592e-169	CD16-	ENSG00000008952
FCN1	0.405937934997651	0.61131098026897	4.33155415716913e-170	6.47567346496771e-169	CD16-	ENSG00000085265
SAMD9	-0.304875486025823	0.391338927767829	9.61847532806447e-170	1.43418788290643e-168	CD16+	ENSG00000205413
RASSF5	-0.29747089873146	0.3881223746692	1.28384417436341e-169	1.90929810328758e-168	CD16+	ENSG00000266094
EEF2	0.271676460051445	0.611397839115364	2.42465386634336e-169	3.59646439026021e-168	CD16-	ENSG00000167658
CYBB	-0.36748031073157	0.389658654371803	4.54371874073036e-169	6.7221005640857e-168	CD16+	ENSG00000165168
PSMB8	-0.294888233234611	0.387072011034042	4.73222624375385e-169	6.98279929630286e-168	CD16+	ENSG00000204264
SRGN	0.261460608143065	0.609129485451741	1.92697507750919e-168	2.83604803505945e-167	CD16-	ENSG00000122862
CHMP1B	0.304597304742685	0.608659568683565	2.05000128752285e-167	3.00931713550841e-166	CD16-	ENSG00000255112
ST3GAL5	-0.29651475324151	0.38976706408155	5.17107642789982e-167	7.57136216157185e-166	CD16+	ENSG00000115525
ELK3	0.311532193882528	0.604700378231145	1.34139713418214e-166	1.95899154737501e-165	CD16-	ENSG00000111145
OLR1	0.410958090619826	0.605335801003569	1.78005772944836e-166	2.59295075922978e-165	CD16-	ENSG00000173391
AC020916.1	0.28276091278491	0.605256729767903	2.45450657614624e-166	3.56625367240071e-165	CD16-	ENSG00000267519
HLA-DRA	0.405536101467738	0.610768623300007	3.13728239683935e-165	4.54665849399083e-164	CD16-	ENSG00000204287
CEBPA	-0.246907758588619	0.3916561765237	7.06587300874189e-165	1.0214052051568e-163	CD16+	ENSG00000245848
AL390719.1	0.256445252140981	0.60885946354311	7.20803757948948e-165	1.0393112053066e-163	CD16-	ENSG00000217801
TNS1	0.239831726790922	0.602937216899146	7.29384623594417e-165	1.04902127763036e-163	CD16-	ENSG00000079308
ATP6V1H	0.2850447231671	0.608236955867687	8.13799906831089e-165	1.16747405825943e-163	CD16-	ENSG00000047249
TMBIM6	0.273659998897519	0.610000155752215	2.08633581111164e-164	2.98550975892322e-163	CD16-	ENSG00000139644
SERPINB2	0.435628592912131	0.605458937779149	3.55133112793663e-163	5.06912365271563e-162	CD16-	ENSG00000197632
GRK2	-0.222994000169208	0.398392305593864	3.74443143053623e-163	5.33135713204917e-162	CD16+	ENSG00000173020
RPL23	0.237092077908879	0.608987457937264	3.34785323251393e-162	4.75478855347803e-161	CD16-	ENSG00000125691
SGK3	0.296017937984481	0.607968630270304	3.57242892095911e-162	5.06108945136364e-161	CD16-	ENSG00000104205
RIOK3	0.284352398336684	0.605834362300315	3.76634441003033e-162	5.32253795855277e-161	CD16-	ENSG00000101782
AKT3	-0.236068752061184	0.391213901918358	6.996650578315e-162	9.86302033136689e-161	CD16+	ENSG00000117020
BIN2	-0.258748798536172	0.391125076893018	1.02965590453285e-161	1.44788989941858e-160	CD16+	ENSG00000110934
ZNF217	-0.252909910967536	0.396853674187031	3.55135764307759e-161	4.98154636304277e-160	CD16+	ENSG00000171940
DSTN	-0.246512268203143	0.395270707372585	2.24040828564663e-159	3.13491612580254e-158	CD16+	ENSG00000125868
SFT2D2	-0.289524234711707	0.392102653354633	3.2949079357061e-158	4.59910859526944e-157	CD16+	ENSG00000213064
MYD88	-0.258586146265343	0.393058987373122	6.64010201290128e-158	9.24569106257163e-157	CD16+	ENSG00000172936
SMPDL3A	-0.227889017050096	0.399114934185437	7.59676495223196e-158	1.05518879446529e-156	CD16+	ENSG00000172594
C1orf162	-0.243058598857454	0.400382425660316	3.34246562774644e-157	4.6313529832262e-156	CD16+	ENSG00000143110
CDKN1A	0.344205976767211	0.60675696285649	3.78168489251657e-157	5.22719023707693e-156	CD16-	ENSG00000124762
ANKRD36BP1	-0.26209245986842	0.392747752811674	3.89312958261038e-157	5.36817212592458e-156	CD16+	ENSG00000214262
PHTF2	-0.23187842123883	0.39528562720106	7.46707089225849e-157	1.02712904936856e-155	CD16+	ENSG00000006576
MGAT1	0.304807848016736	0.609458916806574	1.48383507585481e-156	2.03615146520078e-155	CD16-	ENSG00000131446
MMP19	0.27565151905453	0.601716219773468	2.52941786312823e-156	3.46255973022453e-155	CD16-	ENSG00000123342
ATM	-0.232112956215104	0.393567803642412	3.39647142875379e-156	4.6383062948918e-155	CD16+	ENSG00000149311
FOSL2	0.277781813716554	0.602324308803285	3.99976154314653e-156	5.44907561789354e-155	CD16-	ENSG00000075426
AC016831.1	0.327077747319576	0.602975846532562	6.11492226826147e-156	8.31073526459175e-155	CD16-	ENSG00000226380
PHLDA1	0.297280581464349	0.603193861080436	6.87160023321005e-156	9.31684031619698e-155	CD16-	ENSG00000139289
DOCK5	-0.225936756098553	0.398107286751701	4.38237360860816e-155	5.9276820167863e-154	CD16+	ENSG00000147459
SLC25A37	0.357683460739784	0.601953163612767	9.45180924866008e-155	1.27543297723607e-153	CD16-	ENSG00000147454
CARD8	-0.216418896528857	0.397868877916325	7.73059067363716e-154	1.04069871130172e-152	CD16+	ENSG00000105483
TAGLN2	0.312948582661232	0.60585564329597	1.56624600552314e-153	2.10350911521909e-152	CD16-	ENSG00000158710
IRAK2	0.243941200184874	0.60048747358959	2.16178583995862e-152	2.89648711245405e-151	CD16-	ENSG00000134070
RDX	0.31770909701047	0.602415678295497	3.45546606189196e-152	4.6189418112018e-151	CD16-	ENSG00000137710
NACA	-0.268053123420896	0.393064037754337	3.49847087861878e-152	4.66544907545391e-151	CD16+	ENSG00000196531
ATP5E	-0.240188667562678	0.391577375155733	3.84834009775468e-152	5.12000470616955e-151	CD16+	ENSG00000124172
FOSB	0.390165774936226	0.604128490025459	9.5332913980816e-152	1.26538851477804e-150	CD16-	ENSG00000125740
HLA-A	0.235126763724173	0.60747939868542	1.52225339072826e-151	2.01583252044928e-150	CD16-	ENSG00000206503
DNAJB6	0.328338941453068	0.607358883481768	1.82663144868794e-151	2.41327750232476e-150	CD16-	ENSG00000105993
RNF130	0.301736002880719	0.607220287142315	2.617401134645e-150	3.44998975543352e-149	CD16-	ENSG00000113269
CASP5	-0.243025359325624	0.406741973633463	3.76413858302231e-150	4.95001650234951e-149	CD16+	ENSG00000137757
NAPSB	-0.222512082005554	0.40380427097246	5.04377323729048e-150	6.61747708107335e-149	CD16+	ENSG00000131401
EIF4E	0.279594186742859	0.599041483908406	8.29408343632494e-149	1.08568405534015e-147	CD16-	ENSG00000151247
HIVEP3	-0.216619543311092	0.409225180537635	1.81642698904852e-148	2.37221189075504e-147	CD16+	ENSG00000127124
ITM2B	-0.301532320725421	0.397097017746037	2.29489982623363e-148	2.99021236532875e-147	CD16+	ENSG00000136156
YWHAB	-0.300243757211075	0.394926124874107	7.00142909377734e-148	9.10185782191073e-147	CD16+	ENSG00000166913
AC008770.1	-0.216799250507997	0.400330341194502	9.75660617356816e-148	1.26546300621096e-146	CD16+	ENSG00000219665
ADAM9	0.262490968802558	0.604646597454084	4.21751583090822e-147	5.45779212651229e-146	CD16-	ENSG00000168615
HSPA5	0.307190233866184	0.599362549364585	5.04447573214733e-146	6.51310605325653e-145	CD16-	ENSG00000044574
RPS11	0.217259337091668	0.603668481257072	2.72236462003221e-145	3.50697356154261e-144	CD16-	ENSG00000142534
SRI	-0.217514291952311	0.3999797445016	2.79364821141112e-144	3.59065961290188e-143	CD16+	ENSG00000075142
KLHL6	0.243075051514895	0.593812527381933	7.99095797499107e-144	1.02475467846333e-142	CD16-	ENSG00000172578
STK24	0.255880858927125	0.59653086615657	4.07275385975298e-143	5.21110690929192e-142	CD16-	ENSG00000102572
NDUFC1	-0.222295052439001	0.397312564932096	4.47961418882822e-143	5.71880633859178e-142	CD16+	ENSG00000109390
SH3BGRL	-0.329818811637583	0.395030293805734	5.27777067408446e-143	6.72264914786406e-142	CD16+	ENSG00000131171
SRSF7	-0.272322266733471	0.401185667588689	2.30342344183707e-142	2.92746053088955e-141	CD16+	ENSG00000115875
IL10RA	-0.200942499896563	0.404403030290413	1.88778417997093e-141	2.39386203714622e-140	CD16+	ENSG00000110324
RPLP0	0.283090490749533	0.603170922326062	1.92373560206083e-141	2.4340182528524e-140	CD16-	ENSG00000089157
PPARG	0.221302303056239	0.595294949202418	4.39859229069098e-141	5.55297840075886e-140	CD16-	ENSG00000132170
EIF3J	0.261070998719811	0.598640190640711	1.03288161445472e-138	1.30106440171117e-137	CD16-	ENSG00000104131
ZFP36L1	0.34577695075825	0.594860500760333	1.93470407871837e-138	2.4316490865484e-137	CD16-	ENSG00000185650
JAK1	0.238431188276027	0.596585726404426	4.90650988408124e-138	6.15317497824863e-137	CD16-	ENSG00000162434
MAP3K20	0.251851000510952	0.597160428944683	8.04645917027255e-138	1.00687080498497e-136	CD16-	ENSG00000091436
LYSMD2	-0.286191414085532	0.3936999231571	8.85482425654295e-138	1.1055880571741e-136	CD16+	ENSG00000140280
APBB1IP	-0.292914181072093	0.398114226206806	1.07567879442567e-137	1.34011649805535e-136	CD16+	ENSG00000077420
NDRG1	0.259057451499296	0.596595904271913	1.09733432685255e-137	1.36410422556875e-136	CD16-	ENSG00000104419
TES	-0.269174768607768	0.402127929934327	3.11685219049854e-137	3.86612167996121e-136	CD16+	ENSG00000135269
GCH1	-0.230891990687753	0.403557380580845	2.85386015183207e-135	3.53219597441355e-134	CD16+	ENSG00000131979
ARID5B	-0.287517901208959	0.398349203867158	4.94037037277004e-135	6.10135741037105e-134	CD16+	ENSG00000150347
RPL37	0.20083807554991	0.602261622392172	6.18899441154522e-135	7.62682803730776e-134	CD16-	ENSG00000145592
SH3BGRL3	0.182907938756678	0.597963131137659	1.44245970870793e-134	1.77372588856489e-133	nonsig	ENSG00000142669
PPM1N	-0.198703236500928	0.417621304373908	1.60806259898517e-134	1.97308933581739e-133	nonsig	ENSG00000213889
SNAP23	-0.219396454145312	0.402131168346709	1.96914135039693e-134	2.4109250025011e-133	CD16+	ENSG00000092531
TGFBI	0.264486448668321	0.59619079430391	2.22037029634733e-134	2.71267175345146e-133	CD16-	ENSG00000120708
ZNF267	0.308634258229472	0.599481869439858	7.90345234629812e-134	9.63508857925292e-133	CD16-	ENSG00000185947
MSN	-0.308600911646095	0.39878958939861	1.41413691631395e-133	1.72028090397845e-132	CD16+	ENSG00000147065
SLFN5	-0.310826347836334	0.400391871029764	6.2813317343582e-133	7.6248387997625e-132	CD16+	ENSG00000166750
GADD45B	0.312798024752521	0.594588975303096	1.34957988437339e-132	1.63474697721222e-131	CD16-	ENSG00000099860
PAK1	-0.235309855532613	0.400184072901906	1.39998343781983e-132	1.69219274686262e-131	CD16+	ENSG00000149269
NPM1	0.282345342580595	0.596950510427765	4.00585169193151e-132	4.83168650994956e-131	CD16-	ENSG00000181163
SMCHD1	-0.250866841686925	0.404052703465209	7.1554286844871e-132	8.61228609249387e-131	CD16+	ENSG00000101596
GNB4	-0.259919433558068	0.402438354892678	4.80820680092303e-131	5.77493083214451e-130	CD16+	ENSG00000114450
RBM47	0.298143453519899	0.599194306130824	8.28744451460726e-131	9.93269457541851e-130	CD16-	ENSG00000163694
H2AFZ	-0.228469673274485	0.40674393981241	1.58062566576427e-130	1.89042829625405e-129	CD16+	ENSG00000164032
TLK1	0.306856092021609	0.598539954066976	1.66606374946753e-130	1.98842608418598e-129	CD16-	ENSG00000198586
ARAP2	-0.229514884858847	0.404156062793741	3.91998121297914e-130	4.66864009872829e-129	CD16+	ENSG00000047365
